month	price
2025-01	4.750552500000003
2025-02	4.375152500000001
2025-03	3.9487525000000017
2025-04	3.9943125000000017
2025-05	3.717752500000003
2025-06	3.464752500000002
2025-07	3.427752500000003
2025-08	3.710552500000002
2025-09	3.8631525000000027
2025-10	4.133752500000003
2025-11	4.651752500000003
2025-12	5.051612500000003
