month	price
2024-01-01	4.7831937500000015
2024-02-01	4.511693749999999
2024-03-01	4.109193749999998
2024-04-01	4.207643749999998
2024-05-01	3.946693749999998
2024-06-01	3.695443749999999
2024-07-01	3.6144437499999986
2024-08-01	3.9101937499999977
2024-09-01	4.002193749999998
2024-10-01	4.346443749999997
2024-11-01	4.818443749999998
2024-12-01	5.2090187499999985
